# This is a NO-USE pre-TEA atmosphere file.
# TEA accepts a file in this format to produce 
# abundances as a function of pressure and temperature.

1, 2, 3, 4, 5, 6, 7, 8, 9, 0

# FILLER STUFF HERE

#FINDSPEC
H_g C_g N_g O_g H2_ref CO_g CH4_g H2O_g N2_ref NH3_g

#FINDTEA
    Radius   Pressure    Temp          H          C          N          O 
299000.000 1.0000e+00  100.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
298000.000 1.0000e+00  110.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
297000.000 1.0000e+00  120.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
296000.000 1.0000e+00  130.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
295000.000 1.0000e+00  140.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
294000.000 1.0000e+00  150.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
293000.000 1.0000e+00  160.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
292000.000 1.0000e+00  170.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
291000.000 1.0000e+00  180.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
290000.000 1.0000e+00  190.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
289000.000 1.0000e+00  200.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
288000.000 1.0000e+00  210.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
287000.000 1.0000e+00  220.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
286000.000 1.0000e+00  230.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
285000.000 1.0000e+00  240.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
284000.000 1.0000e+00  250.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
283000.000 1.0000e+00  260.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
282000.000 1.0000e+00  270.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
281000.000 1.0000e+00  280.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
280000.000 1.0000e+00  290.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
279000.000 1.0000e+00  300.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
278000.000 1.0000e+00  310.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
277000.000 1.0000e+00  320.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
276000.000 1.0000e+00  330.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
275000.000 1.0000e+00  340.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
274000.000 1.0000e+00  350.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
273000.000 1.0000e+00  360.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
272000.000 1.0000e+00  370.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
271000.000 1.0000e+00  380.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
270000.000 1.0000e+00  390.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
269000.000 1.0000e+00  400.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
268000.000 1.0000e+00  410.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
267000.000 1.0000e+00  420.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
266000.000 1.0000e+00  430.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
265000.000 1.0000e+00  440.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
264000.000 1.0000e+00  450.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
263000.000 1.0000e+00  460.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
262000.000 1.0000e+00  470.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
261000.000 1.0000e+00  480.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
260000.000 1.0000e+00  490.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
259000.000 1.0000e+00  500.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
258000.000 1.0000e+00  510.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
257000.000 1.0000e+00  520.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
256000.000 1.0000e+00  530.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
255000.000 1.0000e+00  540.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
254000.000 1.0000e+00  550.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
253000.000 1.0000e+00  560.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
252000.000 1.0000e+00  570.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
251000.000 1.0000e+00  580.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
250000.000 1.0000e+00  590.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
249000.000 1.0000e+00  600.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
248000.000 1.0000e+00  610.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
247000.000 1.0000e+00  620.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
246000.000 1.0000e+00  630.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
245000.000 1.0000e+00  640.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
244000.000 1.0000e+00  650.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
243000.000 1.0000e+00  660.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
242000.000 1.0000e+00  670.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
241000.000 1.0000e+00  680.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
240000.000 1.0000e+00  690.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
239000.000 1.0000e+00  700.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
238000.000 1.0000e+00  710.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
237000.000 1.0000e+00  720.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
236000.000 1.0000e+00  730.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
235000.000 1.0000e+00  740.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
234000.000 1.0000e+00  750.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
233000.000 1.0000e+00  760.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
232000.000 1.0000e+00  770.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
231000.000 1.0000e+00  780.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
230000.000 1.0000e+00  790.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
229000.000 1.0000e+00  800.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
228000.000 1.0000e+00  810.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
227000.000 1.0000e+00  820.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
226000.000 1.0000e+00  830.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
225000.000 1.0000e+00  840.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
224000.000 1.0000e+00  850.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
223000.000 1.0000e+00  860.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
222000.000 1.0000e+00  870.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
221000.000 1.0000e+00  880.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
220000.000 1.0000e+00  890.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
219000.000 1.0000e+00  900.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
218000.000 1.0000e+00  910.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
217000.000 1.0000e+00  920.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
216000.000 1.0000e+00  930.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
215000.000 1.0000e+00  940.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
214000.000 1.0000e+00  950.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
213000.000 1.0000e+00  960.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
212000.000 1.0000e+00  970.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
211000.000 1.0000e+00  980.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
210000.000 1.0000e+00  990.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
209000.000 1.0000e+00 1000.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
208000.000 1.0000e+00 1010.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
207000.000 1.0000e+00 1020.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
206000.000 1.0000e+00 1030.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
205000.000 1.0000e+00 1040.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
204000.000 1.0000e+00 1050.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
203000.000 1.0000e+00 1060.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
202000.000 1.0000e+00 1070.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
201000.000 1.0000e+00 1080.00 9.9917e-01 2.6893e-04 6.7552e-05 4.8937e-04 
