# This is a NO-USE pre-TEA atmosphere file.
# TEA accepts a file in this format to produce 
# abundances as a function of pressure and temperature.

1, 2, 3, 4, 5, 6, 7, 8, 9, 0

# FILLER STUFF HERE

#FINDSPEC
H_g C_g N_g O_g H2_ref CO_g CH4_g H2O_g N2_ref NH3_g

#FINDTEA
    Radius   Pressure    Temp        H_g        C_g        N_g        O_g     H2_ref       CO_g      CH4_g      H2O_g     N2_ref      NH3_g 
299000.000 1.0000e+00  100.00 5.3953e-07 8.4536e-86 3.4403e-43 3.1650e-33 9.9835e-01 4.6177e-37 5.3863e-04 9.8015e-04 5.1981e-32 1.3530e-04 
298000.000 1.0000e+00  110.00 4.3262e-06 1.7388e-70 4.1200e-39 6.7166e-30 9.9834e-01 6.4351e-33 5.3863e-04 9.8014e-04 2.1548e-29 1.3530e-04 
297000.000 1.0000e+00  120.00 2.9030e-05 1.4973e-60 1.8335e-35 4.0190e-27 9.9832e-01 2.4691e-30 5.3863e-04 9.8013e-04 1.7253e-27 1.3530e-04 
296000.000 1.0000e+00  130.00 1.4141e-04 1.1035e-53 1.1412e-32 6.5128e-25 9.9820e-01 1.5779e-28 5.3860e-04 9.8008e-04 3.6335e-26 1.3529e-04 
295000.000 1.0000e+00  140.00 3.8988e-04 7.4299e-50 1.4819e-31 1.9454e-23 9.9796e-01 3.5177e-27 5.3853e-04 9.7996e-04 2.5370e-25 1.3527e-04 
294000.000 1.0000e+00  150.00 7.8738e-04 2.0948e-50 3.2825e-30 1.6254e-22 9.9756e-01 2.3064e-26 5.3842e-04 9.7976e-04 8.0331e-25 1.3524e-04 
293000.000 1.0000e+00  160.00 8.2072e-05 5.7724e-60 4.9223e-33 1.1310e-25 9.9826e-01 1.1087e-26 5.3861e-04 9.8011e-04 1.2860e-24 1.3529e-04 
292000.000 1.0000e+00  170.00 3.4266e-05 2.0973e-61 5.9504e-35 1.5260e-26 9.9831e-01 1.0883e-26 5.3862e-04 9.8013e-04 1.1643e-24 1.3530e-04 
291000.000 1.0000e+00  180.00 3.0856e-05 6.6747e-61 1.3946e-34 1.4124e-26 9.9832e-01 1.7300e-27 5.3862e-04 9.8013e-04 3.7709e-25 1.3530e-04 
290000.000 1.0000e+00  190.00 2.2609e-07 2.3901e-78 1.0542e-41 8.2736e-33 9.9835e-01 3.5987e-35 5.3863e-04 9.8015e-04 2.7207e-30 1.3530e-04 
289000.000 1.0000e+00  200.00 8.3876e-07 3.1034e-70 3.3014e-39 7.1223e-31 9.9835e-01 9.8762e-33 5.3863e-04 9.8015e-04 1.1641e-28 1.3530e-04 
288000.000 1.0000e+00  210.00 2.4664e-06 6.0056e-64 1.8194e-37 3.0626e-29 9.9834e-01 6.9983e-31 5.3863e-04 9.8015e-04 1.3820e-27 1.3530e-04 
287000.000 1.0000e+00  220.00 7.1018e-06 2.6859e-59 1.5673e-35 9.2031e-28 9.9834e-01 1.7990e-29 5.3863e-04 9.8014e-04 1.5738e-26 1.3530e-04 
286000.000 1.0000e+00  230.00 1.7789e-05 8.9273e-56 5.8830e-34 1.6081e-26 9.9833e-01 1.8013e-28 5.3863e-04 9.8014e-04 8.4456e-26 1.3530e-04 
285000.000 1.0000e+00  240.00 4.2521e-05 1.4508e-52 1.6748e-32 2.3667e-25 9.9830e-01 1.6450e-27 5.3862e-04 9.8013e-04 4.3347e-25 1.3530e-04 
284000.000 1.0000e+00  250.00 4.4965e-05 1.8590e-54 3.2031e-32 2.4284e-25 9.9830e-01 7.5922e-27 5.3862e-04 9.8012e-04 1.4385e-24 1.3530e-04 
283000.000 1.0000e+00  260.00 2.1603e-06 2.2342e-63 1.3035e-35 3.7546e-29 9.9834e-01 1.5750e-26 5.3863e-04 9.8015e-04 5.4770e-24 1.3530e-04 
282000.000 1.0000e+00  270.00 1.3103e-06 2.5391e-62 3.8007e-36 1.6847e-29 9.9834e-01 5.8609e-26 5.3863e-04 9.8015e-04 2.2056e-23 1.3530e-04 
281000.000 1.0000e+00  280.00 2.0407e-06 5.2386e-60 4.5801e-35 9.3686e-29 9.9834e-01 1.6766e-25 5.3863e-04 9.8015e-04 5.8243e-23 1.3530e-04 
280000.000 1.0000e+00  290.00 2.1298e-06 1.3200e-59 1.0630e-34 1.7849e-28 9.9834e-01 3.5870e-25 5.3863e-04 9.8015e-04 8.6854e-23 1.3530e-04 
279000.000 1.0000e+00  300.00 4.3652e-06 2.8017e-56 1.4969e-33 1.7545e-27 9.9834e-01 8.1546e-25 5.3863e-04 9.8014e-04 1.7641e-22 1.3530e-04 
