# This is a NO-USE pre-TEA atmosphere file.
# TEA accepts a file in this format to produce 
# abundances as a function of pressure and temperature.

1, 2, 3, 4, 5, 6, 7, 8, 9, 0

# FILLER STUFF HERE

#FINDSPEC
H_g H2_ref H2O_l-g N_g NH_g NO_g N2_ref O_g OH_g O2_ref

#FINDTEA
    Radius   Pressure    Temp          H         He          C          N          O         Si         Fe 
 99000.000 1.0000e-05 1500.00 9.2081e-01 7.8373e-02 2.4784e-04 6.2254e-05 4.5099e-04 2.9797e-05 2.9118e-05 
 98000.000 1.1768e-05 1500.00 9.2081e-01 7.8373e-02 2.4784e-04 6.2254e-05 4.5099e-04 2.9797e-05 2.9118e-05 
 97000.000 1.3849e-05 1500.00 9.2081e-01 7.8373e-02 2.4784e-04 6.2254e-05 4.5099e-04 2.9797e-05 2.9118e-05 
 96000.000 1.6298e-05 1500.00 9.2081e-01 7.8373e-02 2.4784e-04 6.2254e-05 4.5099e-04 2.9797e-05 2.9118e-05 
 95000.000 1.9179e-05 1500.00 9.2081e-01 7.8373e-02 2.4784e-04 6.2254e-05 4.5099e-04 2.9797e-05 2.9118e-05 
 94000.000 2.2570e-05 1500.00 9.2081e-01 7.8373e-02 2.4784e-04 6.2254e-05 4.5099e-04 2.9797e-05 2.9118e-05 
 93000.000 2.6561e-05 1500.00 9.2081e-01 7.8373e-02 2.4784e-04 6.2254e-05 4.5099e-04 2.9797e-05 2.9118e-05 
 92000.000 3.1257e-05 1500.00 9.2081e-01 7.8373e-02 2.4784e-04 6.2254e-05 4.5099e-04 2.9797e-05 2.9118e-05 
 91000.000 3.6784e-05 1500.00 9.2081e-01 7.8373e-02 2.4784e-04 6.2254e-05 4.5099e-04 2.9797e-05 2.9118e-05 
 90000.000 4.3288e-05 1500.00 9.2081e-01 7.8373e-02 2.4784e-04 6.2254e-05 4.5099e-04 2.9797e-05 2.9118e-05 
 89000.000 5.0941e-05 1500.00 9.2081e-01 7.8373e-02 2.4784e-04 6.2254e-05 4.5099e-04 2.9797e-05 2.9118e-05 
 88000.000 5.9948e-05 1500.00 9.2081e-01 7.8373e-02 2.4784e-04 6.2254e-05 4.5099e-04 2.9797e-05 2.9118e-05 
 87000.000 7.0548e-05 1500.00 9.2081e-01 7.8373e-02 2.4784e-04 6.2254e-05 4.5099e-04 2.9797e-05 2.9118e-05 
 86000.000 8.3022e-05 1500.00 9.2081e-01 7.8373e-02 2.4784e-04 6.2254e-05 4.5099e-04 2.9797e-05 2.9118e-05 
 85000.000 9.7701e-05 1500.00 9.2081e-01 7.8373e-02 2.4784e-04 6.2254e-05 4.5099e-04 2.9797e-05 2.9118e-05 
 84000.000 1.1498e-04 1500.00 9.2081e-01 7.8373e-02 2.4784e-04 6.2254e-05 4.5099e-04 2.9797e-05 2.9118e-05 
 83000.000 1.3530e-04 1500.00 9.2081e-01 7.8373e-02 2.4784e-04 6.2254e-05 4.5099e-04 2.9797e-05 2.9118e-05 
 82000.000 1.5923e-04 1500.00 9.2081e-01 7.8373e-02 2.4784e-04 6.2254e-05 4.5099e-04 2.9797e-05 2.9118e-05 
 81000.000 1.8738e-04 1500.00 9.2081e-01 7.8373e-02 2.4784e-04 6.2254e-05 4.5099e-04 2.9797e-05 2.9118e-05 
 80000.000 2.2051e-04 1500.00 9.2081e-01 7.8373e-02 2.4784e-04 6.2254e-05 4.5099e-04 2.9797e-05 2.9118e-05 
 79000.000 2.5950e-04 1500.00 9.2081e-01 7.8373e-02 2.4784e-04 6.2254e-05 4.5099e-04 2.9797e-05 2.9118e-05 
 78000.000 3.0539e-04 1500.00 9.2081e-01 7.8373e-02 2.4784e-04 6.2254e-05 4.5099e-04 2.9797e-05 2.9118e-05 
 77000.000 3.5938e-04 1500.00 9.2081e-01 7.8373e-02 2.4784e-04 6.2254e-05 4.5099e-04 2.9797e-05 2.9118e-05 
 76000.000 4.2292e-04 1500.00 9.2081e-01 7.8373e-02 2.4784e-04 6.2254e-05 4.5099e-04 2.9797e-05 2.9118e-05 
 75000.000 4.9770e-04 1500.00 9.2081e-01 7.8373e-02 2.4784e-04 6.2254e-05 4.5099e-04 2.9797e-05 2.9118e-05 
 74000.000 5.8570e-04 1500.00 9.2081e-01 7.8373e-02 2.4784e-04 6.2254e-05 4.5099e-04 2.9797e-05 2.9118e-05 
 73000.000 6.8926e-04 1500.00 9.2081e-01 7.8373e-02 2.4784e-04 6.2254e-05 4.5099e-04 2.9797e-05 2.9118e-05 
 72000.000 8.1113e-04 1500.00 9.2081e-01 7.8373e-02 2.4784e-04 6.2254e-05 4.5099e-04 2.9797e-05 2.9118e-05 
 71000.000 9.5455e-04 1500.00 9.2081e-01 7.8373e-02 2.4784e-04 6.2254e-05 4.5099e-04 2.9797e-05 2.9118e-05 
 70000.000 1.1233e-03 1500.00 9.2081e-01 7.8373e-02 2.4784e-04 6.2254e-05 4.5099e-04 2.9797e-05 2.9118e-05 
 69000.000 1.3219e-03 1500.00 9.2081e-01 7.8373e-02 2.4784e-04 6.2254e-05 4.5099e-04 2.9797e-05 2.9118e-05 
 68000.000 1.5557e-03 1500.00 9.2081e-01 7.8373e-02 2.4784e-04 6.2254e-05 4.5099e-04 2.9797e-05 2.9118e-05 
 67000.000 1.8307e-03 1500.00 9.2081e-01 7.8373e-02 2.4784e-04 6.2254e-05 4.5099e-04 2.9797e-05 2.9118e-05 
 66000.000 2.1544e-03 1500.00 9.2081e-01 7.8373e-02 2.4784e-04 6.2254e-05 4.5099e-04 2.9797e-05 2.9118e-05 
 65000.000 2.5354e-03 1500.00 9.2081e-01 7.8373e-02 2.4784e-04 6.2254e-05 4.5099e-04 2.9797e-05 2.9118e-05 
 64000.000 2.9836e-03 1500.00 9.2081e-01 7.8373e-02 2.4784e-04 6.2254e-05 4.5099e-04 2.9797e-05 2.9118e-05 
 63000.000 3.5112e-03 1500.00 9.2081e-01 7.8373e-02 2.4784e-04 6.2254e-05 4.5099e-04 2.9797e-05 2.9118e-05 
 62000.000 4.1320e-03 1500.00 9.2081e-01 7.8373e-02 2.4784e-04 6.2254e-05 4.5099e-04 2.9797e-05 2.9118e-05 
